No,sales,price,brand,feat
17921,8768,2.17,minute.maid,0
17922,42176.00001,1.99,minute.maid,1
17923,9536,2.17,minute.maid,0
17924,6976,2.12,minute.maid,0
17925,5248,2.12,minute.maid,0
17926,6912,2.12,minute.maid,0
17927,28032.00001,1.99,minute.maid,1
17928,4864,2.17,minute.maid,0
17929,146112,1.69,minute.maid,1
17930,30080,1.69,minute.maid,0
17931,7296,2.17,minute.maid,1
17932,8448,1.99,minute.maid,0
17933,6464,1.99,minute.maid,0
17934,8320,1.99,minute.maid,0
17935,14848,1.99,minute.maid,0
17936,148416.0001,1.39,minute.maid,1
17937,12224,1.99,minute.maid,0
17938,8832,1.99,minute.maid,0
17939,7936,1.99,minute.maid,0
17940,45760,1.69,minute.maid,1
17941,15488,1.64,minute.maid,0
17942,72511.99997,1.57,minute.maid,1
17943,16192,1.73,minute.maid,0
17944,6464,2.26,minute.maid,0
17945,4736,2.26,minute.maid,0
17946,3776,2.26,minute.maid,0
17947,3712,2.26,minute.maid,0
17948,4928,2.26,minute.maid,0
17949,14976,1.51,minute.maid,0
17950,122368,1.29,minute.maid,1
17951,4096,2.23,minute.maid,0
17952,7552,2.07,minute.maid,0
17953,36031.99998,1.99,minute.maid,1
17954,5888,1.93,minute.maid,0
17955,10432,1.83,minute.maid,0
17956,23615.99999,1.79,minute.maid,0
17957,7936,1.88,minute.maid,0
17958,271808.0001,1.69,minute.maid,1
17959,4160,2.26,minute.maid,0
17960,31103.99999,1.49,minute.maid,0
17961,4736,2.26,minute.maid,0
17962,9216,2.03,minute.maid,0
17963,11200,1.98,minute.maid,0
17964,8000,1.99,minute.maid,0
17965,6272,2.08,minute.maid,0
17966,4736,2.26,minute.maid,0
17967,4992,2.13,minute.maid,0
17968,36736.00001,1.99,minute.maid,1
17969,30208,1.86,minute.maid,0
17970,5056,2.14,minute.maid,0
17971,18688,2.49,minute.maid,1
17972,14208,1.55,minute.maid,1
17973,11008,1.81,minute.maid,0
17974,7488,1.9,minute.maid,0
17975,5056,1.99,minute.maid,0
17976,145280,1.99,minute.maid,1
17977,8320,2.17,minute.maid,0
17978,5760,2.27,minute.maid,0
17979,22848,1.99,minute.maid,1
17980,17728,1.38,minute.maid,0
17981,71551.99999,0.88,minute.maid,0
17982,28032.00001,1.99,minute.maid,1
17983,10432,2.09,minute.maid,0
17984,21952,1.36,minute.maid,0
17985,37696,1.99,minute.maid,1
17986,4096,2.66,minute.maid,0
17987,3776,2.66,minute.maid,0
17988,4096,2.66,minute.maid,0
17989,27839.99999,1.99,minute.maid,1
17990,4096,2.66,minute.maid,0
17991,2560,2.69,minute.maid,0
17992,4736,2.69,minute.maid,0
17993,4224,2.69,minute.maid,0
17994,4736,2.38,minute.maid,0
17995,23936.00001,1.99,minute.maid,1
17996,4992,2.35,minute.maid,1
17997,15360,2.22,minute.maid,0
17998,46272.00002,2.29,minute.maid,1
17999,3072,2.68,minute.maid,0
18000,3712,2.65,minute.maid,1
18001,87167.99999,1.99,minute.maid,1
18002,30976,1.94,minute.maid,1
18003,10304,1.66,minute.maid,0
18004,10688,1.7,minute.maid,0
18005,29696.00001,1.99,minute.maid,1
18006,3840,2.6,minute.maid,0
18007,5760,2.45,minute.maid,0
18008,84863.99999,2.19,minute.maid,1
18009,6720,2.29,dominicks,0
18010,6208,2.29,dominicks,0
18011,6528,2.29,dominicks,0
18012,6016,2.29,dominicks,0
18013,7040,2.29,dominicks,0
18014,10688,2.29,dominicks,0
18015,6784,2.09,dominicks,1
18016,4544,2.09,dominicks,0
18017,3072,2.09,dominicks,0
18018,4672,2.09,dominicks,0
18019,47295.99999,1.89,dominicks,1
18020,18944,1.89,dominicks,0
18021,15232,1.89,dominicks,0
18022,16512,1.79,dominicks,0
18023,63104,1.79,dominicks,1
18024,15232,1.79,dominicks,0
18025,3008,2.29,dominicks,0
18026,152640,1.14,dominicks,1
18027,2816,1.59,dominicks,0
18028,62336,1.59,dominicks,1
18029,48512,1.29,dominicks,0
18030,54719.99998,0.99,dominicks,0
18031,39359.99999,1.59,dominicks,1
18032,81535.99996,2.29,dominicks,1
18033,19008,1.89,dominicks,0
18034,79808,1.39,dominicks,1
18035,12928,1.89,dominicks,0
18036,5952,1.89,dominicks,0
18037,11456,1.89,dominicks,0
18038,250624,0.99,dominicks,1
18039,8384,1.89,dominicks,0
18040,16448,1.89,dominicks,0
18041,91840.00004,1.49,dominicks,1
18042,39231.99999,1.49,dominicks,0
18043,3328,1.89,dominicks,0
18044,5440,1.89,dominicks,0
18045,6144,1.89,dominicks,1
18046,160127.9999,0.94,dominicks,1
18047,6720,1.89,dominicks,0
18048,14912,1.59,dominicks,1
18049,31807.99999,1.59,dominicks,0
18050,44095.99998,1.59,dominicks,0
18051,184576,0.99,dominicks,1
18052,11136,1.89,dominicks,1
18053,10496,1.89,dominicks,0
18054,6336,1.89,dominicks,0
18055,16192,1.89,dominicks,0
18056,65855.99999,1.59,dominicks,1
18057,9792,1.59,dominicks,0
18058,25408,1.26,dominicks,1
18059,35904,1.22,dominicks,0
18060,11200,1.34,dominicks,0
18061,11264,1.62,dominicks,0
18062,41215.99998,1.59,dominicks,1
18063,16064,1.61,dominicks,0
18064,12864,1.47,dominicks,0
18065,163648.0001,0.99,dominicks,1
18066,50687.99999,1.06,dominicks,0
18067,36224.00002,1.49,dominicks,1
18068,18688,1.42,dominicks,0
18069,23487.99999,1.39,dominicks,0
18070,6016,1.39,dominicks,0
18071,3328,1.59,dominicks,0
18072,12864,1.59,dominicks,1
18073,18432,1.59,dominicks,0
18074,15872,1.54,dominicks,0
18075,54655.99999,1.49,dominicks,1
18076,14592,1.53,dominicks,0
18077,10432,1.89,dominicks,0
18078,4992,1.81,dominicks,0
18079,17344,1.69,dominicks,1
18080,15040,1.75,dominicks,0
18081,10112,1.89,dominicks,0
18082,25151.99999,1.51,dominicks,1
18083,39487.99999,1.59,dominicks,0
18084,26304,1.59,dominicks,1
18085,7872,1.61,dominicks,0
18086,20160,1.69,dominicks,1
18087,15744,1.69,dominicks,0
18088,9472,1.28,dominicks,0
18089,10560,1.77,dominicks,0
18090,21824,1.48,dominicks,0
18091,93055.99996,1.29,dominicks,0
18092,9664,1.39,dominicks,0
18093,61952.00002,1.01,dominicks,0
18094,16128,0.99,dominicks,0
18095,12416,1.05,dominicks,0
18096,99327.99999,1.39,dominicks,1
18097,21888,1.46,dominicks,0
18098,58047.99997,1.59,dominicks,0
18099,11264,1.65,dominicks,0
18100,10112,1.89,dominicks,0
18101,48703.99999,1.5,dominicks,0
18102,111104,1.29,dominicks,1
18103,16576,1.44,dominicks,0
18104,16768,1.89,dominicks,0
18105,13184,1.91,dominicks,0
18106,8000,1.98,dominicks,0
18107,32704.00001,1.69,dominicks,0
18108,103744,1.69,dominicks,0
18109,54271.99999,1.69,dominicks,0
18110,26112.00001,1.94,dominicks,0
18111,15808,1.99,dominicks,0
18112,9472,1.64,dominicks,0
18113,10816,1.82,dominicks,0
18114,21312,1.43,dominicks,0
18115,13632,1.92,dominicks,0
18116,9408,1.68,dominicks,0
18117,70336.00002,1.49,dominicks,1
18118,10496,1.89,dominicks,1
18119,6400,1.93,dominicks,0
18120,20608,1.38,dominicks,0
18121,16704,1.27,dominicks,0
18122,6016,1.99,dominicks,0
18123,6656,1.99,dominicks,0
18124,12800,1.67,dominicks,0
18125,73151.99999,1.49,dominicks,0
18126,10368,1.78,dominicks,0
18127,6144,3.87,tropicana,0
18128,4992,3.87,tropicana,0
18129,3968,3.87,tropicana,0
18130,6784,3.87,tropicana,0
18131,5440,3.87,tropicana,0
18132,4672,3.87,tropicana,0
18133,5824,3.87,tropicana,0
18134,4096,3.87,tropicana,0
18135,4800,3.87,tropicana,0
18136,4608,3.87,tropicana,0
18137,8384,3.29,tropicana,0
18138,7680,3.29,tropicana,0
18139,9024,3.29,tropicana,0
18140,4736,3.87,tropicana,0
18141,15360,2.99,tropicana,1
18142,8320,2.99,tropicana,0
18143,9664,2.99,tropicana,0
18144,3456,3.87,tropicana,0
18145,4672,3.87,tropicana,0
18146,3840,3.87,tropicana,0
18147,7296,3.87,tropicana,0
18148,14976,2.99,tropicana,0
18149,8128,2.99,tropicana,0
18150,3904,3.59,tropicana,0
18151,4416,3.59,tropicana,0
18152,27904.00001,2.39,tropicana,0
18153,11712,2.39,tropicana,0
18154,8896,3.59,tropicana,0
18155,19008,2.59,tropicana,0
18156,8192,2.59,tropicana,0
18157,6016,3.59,tropicana,0
18158,6208,3.59,tropicana,0
18159,32191.99999,2.49,tropicana,0
18160,5696,3.59,tropicana,0
18161,4992,3.59,tropicana,0
18162,3584,3.59,tropicana,0
18163,4288,3.59,tropicana,0
18164,7296,3.59,tropicana,0
18165,4992,3.59,tropicana,0
18166,52095.99998,1.69,tropicana,1
18167,9088,3.59,tropicana,0
18168,55936,1.99,tropicana,1
18169,17984,3.59,tropicana,0
18170,54592.00001,1.99,tropicana,1
18171,35967.99999,1.99,tropicana,0
18172,5760,3.59,tropicana,0
18173,38592,2.29,tropicana,1
18174,8896,3.59,tropicana,0
18175,8640,3.59,tropicana,0
18176,78976.00001,1.99,tropicana,0
18177,21056,1.99,tropicana,0
18178,4736,3.59,tropicana,0
18179,12864,2.4,tropicana,0
18180,58304.00002,1.99,tropicana,0
18181,26624.00001,1.99,tropicana,0
18182,3456,2.38,tropicana,0
18183,13120,2.61,tropicana,1
18184,21952,2.19,tropicana,0
18185,7488,2.5,tropicana,0
18186,5376,3.59,tropicana,0
18187,4736,3.59,tropicana,0
18188,5760,3.59,tropicana,0
18189,59520.00003,1.99,tropicana,1
18190,6656,3.06,tropicana,0
18191,10048,2.78,tropicana,1
18192,4928,3.42,tropicana,0
18193,3328,3.14,tropicana,0
18194,5440,3.07,tropicana,0
18195,4736,3.07,tropicana,0
18196,6656,3.07,tropicana,0
18197,5952,3.07,tropicana,0
18198,11264,3.13,tropicana,0
18199,12096,3.19,tropicana,0
18200,95232.00002,1.99,tropicana,1
18201,17728,2.58,tropicana,0
18202,7680,3.19,tropicana,0
18203,5952,3.19,tropicana,0
18204,5888,2.88,tropicana,0
18205,13248,2.39,tropicana,0
18206,15296,2.36,tropicana,0
18207,13312,2.29,tropicana,0
18208,10304,2.42,tropicana,0
18209,6144,3.19,tropicana,0
18210,6016,3.19,tropicana,0
18211,7744,3.19,tropicana,0
18212,26240,1.99,tropicana,1
18213,5952,3.08,tropicana,0
18214,74559.99997,1.99,tropicana,1
18215,11392,1.79,tropicana,0
18216,59776.00002,1.79,tropicana,0
18217,14528,1.87,tropicana,0
18218,13312,2.73,tropicana,0
18219,21760,2.5,tropicana,1
18220,12416,2.58,tropicana,0
18221,6272,2.99,tropicana,0
18222,8128,2.66,tropicana,0
18223,37887.99999,2.24,tropicana,1
18224,10688,2.99,tropicana,0
18225,8832,2.99,tropicana,0
18226,5568,2.99,tropicana,0
18227,9408,2.99,tropicana,0
18228,74048.00003,2.49,tropicana,1
18229,40512.00002,2.19,tropicana,0
18230,80703.99997,1.99,tropicana,1
18231,7744,2.99,tropicana,1
18232,11904,2.69,tropicana,0
18233,8832,2.98,tropicana,0
18234,8576,2.99,tropicana,0
18235,4544,2.99,tropicana,0
18236,5952,2.97,tropicana,0
18237,9344,2.89,tropicana,1
18238,6592,2.99,tropicana,0
18239,18240,2.79,tropicana,1
18240,11008,2.73,tropicana,0
18241,24896,2.49,tropicana,1
18242,9728,2.63,tropicana,0
18243,7744,2.98,tropicana,0
18244,9856,2.79,tropicana,1
18245,8000,2.85,tropicana,0
18246,3648,3.17,minute.maid,0
18247,4672,3.17,minute.maid,0
18248,49600.00001,2.59,minute.maid,1
18249,4608,3.17,minute.maid,0
18250,15552,3.17,minute.maid,0
18251,37375.99999,2.39,minute.maid,1
18252,2688,3.17,minute.maid,0
18253,71359.99998,1.99,minute.maid,1
18254,4288,3.17,minute.maid,0
18255,3648,3.17,minute.maid,0
18256,3520,3.17,minute.maid,0
18257,37631.99999,2.19,minute.maid,1
18258,6208,3.17,minute.maid,0
18259,7104,3.17,minute.maid,0
18260,12928,3.17,minute.maid,0
18261,57727.99998,1.99,minute.maid,1
18262,4608,2.99,minute.maid,0
18263,2944,3.17,minute.maid,0
18264,39679.99998,1.99,minute.maid,1
18265,3456,3.17,minute.maid,0
18266,40896.00001,1.99,minute.maid,1
18267,8768,1.99,minute.maid,0
18268,14912,3.17,minute.maid,0
18269,47104,1.99,minute.maid,1
18270,16064,1.99,minute.maid,0
18271,19008,1.99,minute.maid,0
18272,15424,1.99,minute.maid,0
18273,14720,1.99,minute.maid,0
18274,4800,2.59,minute.maid,0
18275,9664,2.59,minute.maid,0
18276,58176.00003,1.99,minute.maid,1
18277,8832,2.59,minute.maid,0
18278,7616,2.49,minute.maid,0
18279,5888,2.49,minute.maid,0
18280,11328,2.49,minute.maid,0
18281,45376,1.99,minute.maid,1
18282,5184,2.59,minute.maid,0
18283,20032,2.59,minute.maid,0
18284,114496,1.69,minute.maid,1
18285,35008.00001,1.69,minute.maid,0
18286,7040,2.59,minute.maid,1
18287,7872,2.09,minute.maid,0
18288,12352,2.09,minute.maid,0
18289,10176,2.09,minute.maid,0
18290,35328.00001,2.09,minute.maid,0
18291,165248,1.39,minute.maid,1
18292,4800,2.39,minute.maid,0
18293,5952,2.39,minute.maid,0
18294,7872,2.39,minute.maid,0
18295,4928,2.39,minute.maid,0
18296,53632.00001,1.79,minute.maid,1
18297,23744,1.91,minute.maid,0
18298,100224,1.69,minute.maid,1
18299,25344.00001,1.74,minute.maid,0
18300,3968,2.39,minute.maid,0
18301,6144,2.39,minute.maid,0
18302,4864,2.39,minute.maid,0
18303,4864,2.39,minute.maid,0
18304,4992,2.39,minute.maid,0
18305,13184,1.66,minute.maid,0
18306,160384,1.29,minute.maid,1
18307,5568,2.29,minute.maid,0
18308,8000,2.17,minute.maid,0
18309,44607.99999,1.99,minute.maid,1
18310,7872,1.94,minute.maid,0
18311,13632,1.83,minute.maid,0
18312,19328,1.79,minute.maid,0
18313,14144,1.9,minute.maid,0
18314,271999.9999,1.69,minute.maid,1
18315,5824,2.3,minute.maid,0
18316,42687.99999,1.49,minute.maid,0
18317,4288,2.35,minute.maid,0
18318,10304,2.13,minute.maid,0
18319,15168,1.99,minute.maid,0
18320,11648,1.99,minute.maid,0
18321,8320,2.06,minute.maid,0
18322,2688,2.39,minute.maid,0
18323,4736,2.19,minute.maid,0
18324,33792,1.99,minute.maid,1
18325,26815.99999,1.99,minute.maid,0
18326,4544,2.04,minute.maid,0
18327,11072,2.49,minute.maid,1
18328,8512,2.49,minute.maid,1
18329,5184,2.55,minute.maid,0
18330,4352,2.28,minute.maid,0
18331,8832,1.99,minute.maid,0
18332,192767.9999,1.99,minute.maid,1
18333,6976,2.05,minute.maid,0
18334,7744,2.24,minute.maid,0
18335,20928,1.99,minute.maid,1
18336,11136,2.12,minute.maid,0
18337,5888,2.2,minute.maid,0
18338,35008.00001,1.99,minute.maid,1
18339,15232,2.05,minute.maid,0
18340,4800,2.66,minute.maid,0
18341,45247.99999,1.99,minute.maid,1
18342,4288,2.66,minute.maid,0
18343,4416,2.66,minute.maid,0
18344,5056,2.66,minute.maid,0
18345,22784,1.99,minute.maid,1
18346,3584,2.67,minute.maid,0
18347,3456,2.69,minute.maid,0
18348,4864,2.69,minute.maid,0
18349,5184,2.69,minute.maid,0
18350,3520,2.44,minute.maid,0
18351,32576,1.99,minute.maid,1
18352,4544,2.27,minute.maid,1
18353,5760,2.69,minute.maid,0
18354,49152.00002,2.29,minute.maid,1
18355,4032,2.68,minute.maid,0
18356,2688,2.65,minute.maid,1
18357,81151.99997,1.99,minute.maid,1
18358,31744,1.9,minute.maid,1
18359,19456,1.69,minute.maid,0
18360,18240,1.74,minute.maid,0
18361,44799.99998,1.83,minute.maid,1
18362,5952,2.61,minute.maid,0
18363,4288,2.47,minute.maid,0
18364,49024,2.19,minute.maid,1
18365,2560,2.69,dominicks,0
18366,3648,2.69,dominicks,0
18367,6144,2.69,dominicks,0
18368,768,2.69,dominicks,0
18369,4928,2.69,dominicks,0
18370,7808,2.09,dominicks,1
18371,4352,2.09,dominicks,0
18372,2240,2.09,dominicks,0
18373,2112,2.09,dominicks,0
18374,58112,1.89,dominicks,1
18375,8192,1.89,dominicks,0
18376,2112,1.89,dominicks,0
18377,12544,1.79,dominicks,0
18378,54208,1.79,dominicks,1
18379,8640,1.79,dominicks,0
18380,2112,2.69,dominicks,0
18381,155072,1.24,dominicks,1
18382,1408,1.59,dominicks,0
18383,38528.00001,1.59,dominicks,1
18384,64447.99999,1.29,dominicks,0
18385,67967.99999,0.99,dominicks,0
18386,13824,1.59,dominicks,1
18387,34112.00002,2.49,dominicks,1
18388,11072,2.69,dominicks,0
18389,76735.99997,1.39,dominicks,1
18390,1856,2.69,dominicks,0
18391,2240,2.69,dominicks,0
18392,3840,2.69,dominicks,0
18393,301312.0001,0.99,dominicks,1
18394,2048,2.69,dominicks,0
18395,11840,2.69,dominicks,0
18396,114752,1.49,dominicks,1
18397,19648,1.49,dominicks,0
18398,896,2.69,dominicks,0
18399,5824,2.69,dominicks,0
18400,12288,1.99,dominicks,1
18401,130752,1.09,dominicks,1
18402,1536,2.69,dominicks,0
18403,8128,2.69,dominicks,0
18404,50880,1.59,dominicks,1
18405,22016,1.59,dominicks,0
18406,12416,1.59,dominicks,0
18407,261823.9999,0.99,dominicks,1
18408,2176,2.69,dominicks,1
18409,1472,2.69,dominicks,0
18410,1216,2.69,dominicks,0
18411,11520,2.69,dominicks,0
18412,64256.00002,1.59,dominicks,1
18413,15808,1.59,dominicks,0
18414,2688,2.39,dominicks,0
18415,17152,1.49,dominicks,1
18416,11776,1.29,dominicks,0
18417,3968,1.99,dominicks,0
18418,8320,1.72,dominicks,0
18419,59455.99999,1.59,dominicks,1
18420,14336,1.64,dominicks,0
18421,9408,1.09,dominicks,0
18422,187519.9999,0.99,dominicks,1
18423,14016,1.32,dominicks,0
18424,53568.00001,1.49,dominicks,1
18425,15488,1.44,dominicks,0
18426,6656,1.39,dominicks,0
18427,3008,1.39,dominicks,0
18428,5568,1.53,dominicks,0
18429,22464,1.59,dominicks,1
18430,14912,1.59,dominicks,0
18431,20672,1.54,dominicks,0
18432,60288,1.49,dominicks,1
18433,10624,1.63,dominicks,0
18434,5440,1.99,dominicks,0
18435,4864,1.88,dominicks,0
18436,19392,1.69,dominicks,1
18437,19840,1.74,dominicks,0
18438,5952,1.99,dominicks,0
18439,36031.99998,1.5,dominicks,1
18440,50176.00001,1.59,dominicks,0
18441,44991.99999,1.59,dominicks,1
18442,4864,1.6,dominicks,0
18443,11648,1.69,dominicks,1
18444,7488,1.69,dominicks,0
18445,2112,1.71,dominicks,0
18446,8128,1.76,dominicks,0
18447,28224.00001,1.45,dominicks,0
18448,117120,1.29,dominicks,0
18449,16512,1.33,dominicks,0
18450,4096,1.81,dominicks,0
18451,11264,1.69,dominicks,0
18452,12096,1.55,dominicks,0
18453,107968,1.39,dominicks,1
18454,17088,1.45,dominicks,0
18455,65920.00003,1.59,dominicks,0
18456,11584,1.62,dominicks,0
18457,5760,1.89,dominicks,0
18458,9472,1.41,dominicks,0
18459,103104,1.29,dominicks,1
18460,8384,1.45,dominicks,0
18461,9984,1.89,dominicks,0
18462,10048,1.91,dominicks,0
18463,7552,1.99,dominicks,0
18464,36736.00001,1.69,dominicks,0
18465,92800.00002,1.69,dominicks,0
18466,38911.99999,1.72,dominicks,0
18467,6848,1.99,dominicks,0
18468,4800,1.99,dominicks,0
18469,2240,1.99,dominicks,0
18470,6592,1.64,dominicks,0
18471,25984,1.29,dominicks,0
18472,11008,1.86,dominicks,0
18473,11520,1.68,dominicks,0
18474,59648,1.49,dominicks,1
18475,8512,1.89,dominicks,1
18476,5824,1.91,dominicks,0
18477,22464,1.42,dominicks,0
18478,11968,1.32,dominicks,0
18479,5696,1.96,dominicks,0
18480,5056,1.94,dominicks,0
18481,9152,1.72,dominicks,0
18482,63296,1.49,dominicks,0
18483,10624,1.73,dominicks,0
18484,7680,3.66,tropicana,0
18485,5632,3.66,tropicana,0
18486,5632,3.66,tropicana,0
18487,7744,3.66,tropicana,0
18488,6336,3.66,tropicana,0
18489,5888,3.66,tropicana,0
18490,8384,3.66,tropicana,0
18491,5632,3.66,tropicana,0
18492,9216,3.66,tropicana,0
18493,6912,3.66,tropicana,0
18494,6848,3.66,tropicana,0
18495,5696,3.66,tropicana,0
18496,8960,3.29,tropicana,0
18497,9408,3.29,tropicana,0
18498,7104,3.29,tropicana,0
18499,6336,3.66,tropicana,0
18500,18496,2.99,tropicana,1
18501,10432,2.99,tropicana,0
18502,9408,2.99,tropicana,0
18503,5440,3.66,tropicana,0
18504,6208,3.66,tropicana,0
18505,6656,3.66,tropicana,0
18506,7488,3.66,tropicana,0
18507,12800,2.99,tropicana,0
18508,13824,2.99,tropicana,0
18509,7744,3.39,tropicana,0
18510,5376,3.39,tropicana,0
18511,27904.00001,2.39,tropicana,0
18512,11200,2.39,tropicana,0
18513,10752,3.39,tropicana,0
18514,19072,2.59,tropicana,0
18515,9792,2.59,tropicana,0
18516,6144,3.39,tropicana,0
18517,4160,3.39,tropicana,0
18518,18944,2.49,tropicana,0
18519,6080,3.39,tropicana,0
18520,6720,3.39,tropicana,0
18521,6784,3.39,tropicana,0
18522,5056,3.39,tropicana,0
18523,4864,3.39,tropicana,0
18524,3520,3.39,tropicana,0
18525,47488.00002,1.69,tropicana,1
18526,8320,3.39,tropicana,0
18527,43968.00002,1.99,tropicana,1
18528,8512,3.39,tropicana,0
18529,46336.00001,1.99,tropicana,1
18530,20992,1.99,tropicana,0
18531,5184,3.39,tropicana,0
18532,16384,2.29,tropicana,1
18533,5888,3.39,tropicana,0
18534,5888,3.39,tropicana,0
18535,51200,1.99,tropicana,0
18536,5056,1.99,tropicana,0
18537,5696,3.39,tropicana,0
18538,10752,2.49,tropicana,0
18539,25472.00001,1.99,tropicana,0
18540,15872,1.99,tropicana,0
18541,5888,2.36,tropicana,0
18542,11264,2.73,tropicana,1
18543,22912.00001,2.19,tropicana,0
18544,9984,2.37,tropicana,0
18545,4288,3.39,tropicana,0
18546,5440,3.39,tropicana,0
18547,4736,3.39,tropicana,0
18548,47552,1.99,tropicana,1
18549,7552,2.98,tropicana,0
18550,10944,2.73,tropicana,1
18551,6080,3.22,tropicana,0
18552,5952,2.95,tropicana,0
18553,8128,2.94,tropicana,0
18554,6400,2.94,tropicana,0
18555,8192,2.94,tropicana,0
18556,8128,2.94,tropicana,0
18557,9536,2.95,tropicana,0
18558,8448,2.99,tropicana,0
18559,42687.99999,1.99,tropicana,1
18560,9344,2.75,tropicana,0
18561,8768,2.99,tropicana,0
18562,8896,2.99,tropicana,0
18563,11008,2.83,tropicana,0
18564,17088,2.39,tropicana,0
18565,16448,2.36,tropicana,0
18566,9984,2.29,tropicana,0
18567,7744,2.46,tropicana,0
18568,6208,2.99,tropicana,0
18569,7168,2.99,tropicana,0
18570,8448,2.99,tropicana,0
18571,31744,1.99,tropicana,1
18572,5568,2.99,tropicana,0
18573,37824.00001,1.99,tropicana,1
18574,6400,1.79,tropicana,0
18575,34560,1.79,tropicana,0
18576,13056,1.88,tropicana,0
18577,16448,2.77,tropicana,0
18578,19136,2.5,tropicana,1
18579,13120,2.56,tropicana,0
18580,6848,2.99,tropicana,0
18581,8128,2.67,tropicana,0
18582,21376,2.24,tropicana,1
18583,8512,2.99,tropicana,0
18584,8256,2.99,tropicana,0
18585,8320,2.99,tropicana,0
18586,7552,2.99,tropicana,0
18587,59391.99999,2.49,tropicana,1
18588,21120,2.22,tropicana,0
18589,57088,1.99,tropicana,1
18590,9728,2.99,tropicana,1
18591,13568,2.69,tropicana,0
18592,7808,2.99,tropicana,0
18593,8832,2.99,tropicana,0
18594,6720,2.99,tropicana,0
18595,8448,2.96,tropicana,0
18596,11072,2.89,tropicana,1
18597,6976,2.99,tropicana,0
18598,10304,2.79,tropicana,1
18599,9536,2.77,tropicana,0
18600,19264,2.49,tropicana,1
18601,8960,2.6,tropicana,0
18602,7552,2.99,tropicana,0
18603,11392,2.79,tropicana,1
18604,5376,2.91,tropicana,0
18605,4800,2.99,minute.maid,0
18606,56639.99998,1.99,minute.maid,1
18607,4032,2.99,minute.maid,0
18608,5952,2.99,minute.maid,0
18609,34751.99999,2.59,minute.maid,1
18610,3904,2.99,minute.maid,0
18611,6208,2.99,minute.maid,0
18612,23936.00001,2.39,minute.maid,1
18613,3840,2.99,minute.maid,0
18614,54784.00003,1.99,minute.maid,1
18615,3968,2.99,minute.maid,0
18616,4864,2.99,minute.maid,0
18617,5248,2.99,minute.maid,0
18618,30464.00001,2.19,minute.maid,1
18619,3776,2.99,minute.maid,0
18620,5376,2.99,minute.maid,0
18621,11072,2.99,minute.maid,0
18622,43199.99999,1.99,minute.maid,1
18623,6720,2.74,minute.maid,0
18624,4672,2.99,minute.maid,0
18625,38783.99998,1.99,minute.maid,1
18626,4288,2.99,minute.maid,0
18627,47615.99999,1.99,minute.maid,1
18628,10048,1.99,minute.maid,0
18629,13632,2.99,minute.maid,0
18630,30783.99999,1.99,minute.maid,1
18631,13184,1.99,minute.maid,0
18632,13760,1.99,minute.maid,0
18633,10176,1.99,minute.maid,0
18634,13632,1.99,minute.maid,0
18635,5568,2.46,minute.maid,0
18636,6464,2.46,minute.maid,0
18637,40448.00002,1.99,minute.maid,1
18638,6592,2.46,minute.maid,0
18639,6080,2.41,minute.maid,0
18640,5056,2.41,minute.maid,0
18641,8384,2.41,minute.maid,0
18642,19392,1.99,minute.maid,1
18643,5376,2.46,minute.maid,0
18644,15680,2.46,minute.maid,0
18645,88127.99999,1.69,minute.maid,1
18646,27264.00001,1.69,minute.maid,0
18647,6528,2.46,minute.maid,1
18648,7424,2.09,minute.maid,0
18649,7360,2.09,minute.maid,0
18650,6400,2.09,minute.maid,0
18651,28800,2.09,minute.maid,0
18652,115200,1.39,minute.maid,1
18653,6208,2.26,minute.maid,0
18654,6016,2.26,minute.maid,0
18655,4992,2.26,minute.maid,0
18656,4288,2.26,minute.maid,0
18657,24959.99999,1.69,minute.maid,1
18658,13440,1.9,minute.maid,0
18659,46016,1.69,minute.maid,1
18660,17216,1.75,minute.maid,0
18661,3584,2.26,minute.maid,0
18662,5248,2.26,minute.maid,0
18663,2816,2.26,minute.maid,0
18664,3136,2.26,minute.maid,0
18665,4480,2.26,minute.maid,0
18666,14080,1.59,minute.maid,0
18667,97536.00004,1.29,minute.maid,1
18668,3840,2.26,minute.maid,0
18669,6464,2.1,minute.maid,0
18670,26368.00001,1.99,minute.maid,1
18671,11712,1.94,minute.maid,0
18672,8128,1.84,minute.maid,0
18673,11328,1.79,minute.maid,0
18674,7744,1.87,minute.maid,0
18675,209024,1.69,minute.maid,1
18676,5248,2.25,minute.maid,0
18677,31936,1.49,minute.maid,0
18678,4096,2.26,minute.maid,0
18679,6272,2.12,minute.maid,0
18680,8768,1.99,minute.maid,0
18681,7744,1.99,minute.maid,0
18682,7232,2.04,minute.maid,0
18683,3904,2.26,minute.maid,0
18684,3520,2.17,minute.maid,0
18685,12288,1.99,minute.maid,1
18686,15616,1.99,minute.maid,0
18687,5056,2.12,minute.maid,0
18688,11136,2.49,minute.maid,1
18689,11584,2.49,minute.maid,1
18690,7424,2.53,minute.maid,0
18691,4928,2.42,minute.maid,0
18692,14080,1.39,minute.maid,0
18693,131392,1.99,minute.maid,1
18694,14080,2.11,minute.maid,0
18695,9152,2.31,minute.maid,0
18696,19776,1.99,minute.maid,1
18697,7424,2.07,minute.maid,0
18698,5632,2.28,minute.maid,0
18699,15424,1.99,minute.maid,1
18700,14208,2.09,minute.maid,0
18701,3968,2.66,minute.maid,0
18702,22464,1.99,minute.maid,1
